date;vac_statut;age;nb_PCR;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;effectif J-7
2021-08-20;Non-vaccinés;[60,79];19200;1257;175;101;62;45;1598416
2021-08-21;Non-vaccinés;[20,39];34801;2722;74;49;34;22;3767358
2021-08-21;Non-vaccinés;"[80;+]";3945;173;74;44;4;2;665326
2021-08-22;Non-vaccinés;[40,59];5389;464;151;108;57;41;2934334
2021-08-22;Non-vaccinés;[60,79];3118;197;140;90;51;45;1586201
2021-08-23;Non-vaccinés;[0,19];29556;5238;30;10;6;1;12165782
2021-08-23;Non-vaccinés;[60,79];24296;1632;178;107;54;36;1570661
2021-08-25;Non-vaccinés;[40,59];30902;2642;122;90;66;50;2776956
2021-08-26;Non-vaccinés;"[80;+]";6365;324;55;35;9;7;649089
2021-08-27;Non-vaccinés;[60,79];18907;963;153;97;52;33;1495134
2021-08-27;Non-vaccinés;"[80;+]";6234;293;91;56;9;6;645145
2021-08-28;Non-vaccinés;[20,39];31670;2090;55;38;14;13;3364230
2021-08-28;Non-vaccinés;[40,59];23354;1239;102;69;48;34;2649271
2021-08-29;Non-vaccinés;[0,19];3677;434;24;8;3;2;11945483
2021-08-29;Non-vaccinés;[60,79];3223;215;122;83;39;31;1486514
2021-08-29;Non-vaccinés;"[80;+]";1701;99;55;35;3;3;643257
2021-05-31;Primo dose efficace;[0,19];295;6;0;0;0;0;30358
2021-05-31;Primo dose efficace;[20,39];4736;80;0;0;0;0;705855
2021-06-01;Primo dose efficace;[40,59];7712;104;7;7;1;1;2614559
2021-06-01;Primo dose efficace;[60,79];8867;83;6;6;4;4;4488120
2021-06-02;Primo dose efficace;[20,39];5548;60;0;0;0;0;793257
2021-06-02;Primo dose efficace;[60,79];8035;66;10;7;3;2;4511986
2021-06-03;Primo dose efficace;[20,39];6789;46;0;0;0;0;867057
2021-06-03;Primo dose efficace;[60,79];7475;69;3;3;2;2;4513993
2021-06-04;Primo dose efficace;"[80;+]";1444;29;8;8;0;0;480921
2021-06-06;Primo dose efficace;[40,59];1293;16;3;2;1;1;3401530
2021-06-06;Primo dose efficace;[60,79];1350;10;4;4;1;1;4538686
2021-06-07;Primo dose efficace;[40,59];11650;129;2;2;2;2;3494952
2021-06-07;Primo dose efficace;"[80;+]";1990;25;4;4;0;0;488657
2021-06-08;Primo dose efficace;[0,19];362;2;0;0;0;0;83014
2021-06-08;Primo dose efficace;[20,39];6187;38;2;2;0;0;1264606
2021-06-08;Primo dose efficace;"[80;+]";1549;15;6;5;0;0;482090
2021-06-09;Primo dose efficace;[0,19];490;9;0;0;0;0;92601
2021-06-09;Primo dose efficace;[20,39];7477;42;0;0;0;0;1366601
2021-06-10;Primo dose efficace;[0,19];614;4;0;0;0;0;104059
2021-06-10;Primo dose efficace;[40,59];10926;76;2;2;2;1;3923792
2021-06-10;Primo dose efficace;"[80;+]";1063;14;1;1;0;0;469959
2021-06-11;Primo dose efficace;[0,19];695;5;0;0;0;0;116071
2021-06-11;Primo dose efficace;"[80;+]";1215;8;1;1;0;0;464179
2021-06-12;Primo dose efficace;[0,19];349;3;0;0;0;0;129607
2021-06-12;Primo dose efficace;"[80;+]";909;6;1;1;0;0;463673
2021-06-13;Primo dose efficace;[40,59];1305;8;2;2;3;2;4393598
2021-06-13;Primo dose efficace;[60,79];1150;6;2;2;1;0;4304284
2021-06-14;Primo dose efficace;[60,79];8931;47;4;4;0;0;4191705
2021-06-15;Primo dose efficace;[0,19];517;6;0;0;0;0;161562
2021-06-15;Primo dose efficace;"[80;+]";1314;13;1;1;0;0;443680
2021-06-16;Primo dose efficace;[0,19];615;8;0;0;0;0;173593
2021-06-16;Primo dose efficace;[40,59];9709;59;3;3;2;2;4561056
2021-06-17;Primo dose efficace;[20,39];12530;41;0;0;0;0;2153651
2021-06-18;Primo dose efficace;[20,39];12549;48;1;1;0;0;2274886
2021-06-19;Primo dose efficace;[60,79];4071;16;2;2;0;0;3676750
2021-06-21;Primo dose efficace;[0,19];801;2;0;0;0;0;234266
2021-06-21;Primo dose efficace;[40,59];11333;58;2;2;0;0;4944720
2021-06-22;Primo dose efficace;[0,19];695;6;0;0;0;0;248671
2021-06-22;Primo dose efficace;[40,59];8407;45;3;2;0;0;5000488
2021-06-22;Primo dose efficace;[60,79];4711;20;1;0;2;1;3380118
2021-06-23;Primo dose efficace;[60,79];3965;28;8;7;2;2;3273413
2021-06-24;Primo dose efficace;[60,79];3411;17;2;1;0;0;3155339
2021-06-25;Primo dose efficace;"[80;+]";943;6;3;3;0;0;363332
2021-06-26;Primo dose efficace;"[80;+]";692;7;0;0;0;0;361079
2021-06-27;Primo dose efficace;[0,19];170;0;0;0;0;0;338729
2021-06-27;Primo dose efficace;[40,59];1426;7;0;0;0;0;5337815
2021-06-28;Primo dose efficace;[0,19];1237;11;0;0;0;0;345371
2021-06-28;Primo dose efficace;"[80;+]";1288;16;1;1;1;1;348551
2021-06-29;Primo dose efficace;[20,39];9822;74;0;0;0;0;3384368
2021-06-30;Primo dose efficace;[0,19];1523;8;0;0;0;0;377606
2021-06-30;Primo dose efficace;"[80;+]";878;8;3;3;0;0;326151
2021-07-02;Primo dose efficace;[40,59];11183;58;0;0;0;0;5150168
2021-07-03;Primo dose efficace;[0,19];1794;14;0;0;0;0;430069
2021-07-05;Primo dose efficace;[60,79];3969;26;3;2;0;0;2114032
2021-07-06;Primo dose efficace;[0,19];2432;37;0;0;0;0;457988
2021-07-06;Primo dose efficace;[60,79];2890;16;0;0;0;0;1992552
2021-07-07;Primo dose efficace;[20,39];12140;224;0;0;0;0;3826193
2021-07-07;Primo dose efficace;[60,79];2322;14;0;0;0;0;1913304
2021-07-08;Primo dose efficace;[40,59];9283;71;1;1;1;1;4653828
2021-07-09;Primo dose efficace;[40,59];10032;79;0;0;0;0;4494889
2021-07-10;Primo dose efficace;[0,19];2811;34;0;0;0;0;641187
2021-07-11;Primo dose efficace;[20,39];1943;42;0;0;0;0;3822616
2021-07-11;Primo dose efficace;[40,59];1132;18;1;1;0;0;4362493
2021-07-11;Primo dose efficace;[60,79];472;2;1;1;0;0;1676424
2021-07-12;Primo dose efficace;[0,19];4068;96;1;1;0;0;703427
2021-07-12;Primo dose efficace;[40,59];8657;163;2;2;0;0;4164955
2021-07-12;Primo dose efficace;[60,79];2444;25;1;0;0;0;1587835
2021-07-15;Primo dose efficace;[40,59];8026;142;0;0;0;0;3656306
2021-07-16;Primo dose efficace;[20,39];13513;437;2;2;0;0;3431035
2021-07-17;Primo dose efficace;[20,39];6635;265;1;1;0;0;3375170
2021-07-17;Primo dose efficace;"[80;+]";435;9;1;1;0;0;209630
2021-07-18;Primo dose efficace;[0,19];619;26;1;1;0;0;879627
2021-07-18;Primo dose efficace;[20,39];1600;111;0;0;0;0;3361831
2021-07-19;Primo dose efficace;[20,39];11268;831;0;0;1;1;3238022
2021-07-19;Primo dose efficace;[40,59];6573;260;1;1;2;2;3170165
2021-07-19;Primo dose efficace;[60,79];2255;27;2;2;2;2;1135245
2021-07-20;Primo dose efficace;[0,19];3622;184;1;1;0;0;889924
2021-07-20;Primo dose efficace;[20,39];10844;742;2;1;0;0;3133583
2021-07-20;Primo dose efficace;"[80;+]";738;4;1;1;0;0;194632
2021-07-21;Primo dose efficace;[20,39];11717;792;2;1;1;1;3042953
2021-07-22;Primo dose efficace;[0,19];5140;217;0;0;0;0;934050
2021-07-23;Primo dose efficace;"[80;+]";673;16;2;2;0;0;175531
2021-07-25;Primo dose efficace;[0,19];615;32;1;1;0;0;983347
2021-07-25;Primo dose efficace;"[80;+]";227;4;2;2;1;1;174579
2021-07-26;Primo dose efficace;[20,39];10882;800;3;3;0;0;2604976
2021-07-26;Primo dose efficace;[60,79];2108;51;2;1;1;1;796834
2021-07-26;Primo dose efficace;"[80;+]";880;10;2;1;0;0;168796
2021-07-27;Primo dose efficace;[40,59];5018;227;3;2;0;0;2126051
2021-07-28;Primo dose efficace;"[80;+]";705;14;3;3;0;0;163562
2021-07-29;Primo dose efficace;[40,59];5592;195;3;1;1;0;1986312
2021-07-29;Primo dose efficace;[60,79];1212;32;4;4;1;1;702526
2021-07-30;Primo dose efficace;[40,59];7759;185;5;3;3;2;1857943
2021-07-30;Primo dose efficace;[60,79];1545;45;1;1;1;1;660429
2021-07-30;Primo dose efficace;"[80;+]";631;9;2;1;0;0;153455
2021-07-31;Primo dose efficace;[60,79];919;17;3;3;0;0;651759
2021-07-31;Primo dose efficace;"[80;+]";343;5;2;1;0;0;153183
2021-08-01;Primo dose efficace;[0,19];685;25;1;1;0;0;979614
2021-08-01;Primo dose efficace;[20,39];1482;73;1;1;0;0;2086415
2021-08-01;Primo dose efficace;"[80;+]";174;4;3;3;0;0;153718
2021-08-02;Primo dose efficace;[20,39];10063;584;0;0;1;1;1925352
2021-08-02;Primo dose efficace;[60,79];1698;51;5;5;0;0;615561
2021-08-04;Primo dose efficace;[20,39];8345;449;2;2;0;0;1729919
2021-08-04;Primo dose efficace;[40,59];4174;213;2;1;1;1;1480560
2021-08-04;Primo dose efficace;[60,79];1255;52;1;1;1;1;552670
2021-08-05;Primo dose efficace;[40,59];5381;194;3;3;0;0;1393997
2021-08-07;Primo dose efficace;[60,79];963;26;3;3;0;0;492435
2021-08-08;Primo dose efficace;[0,19];585;28;1;1;0;0;931462
2021-08-08;Primo dose efficace;[40,59];860;31;7;6;3;3;1357510
2021-08-09;Primo dose efficace;[0,19];4462;173;0;0;1;0;888281
2021-08-09;Primo dose efficace;[40,59];8307;337;3;3;3;3;1283126
2021-08-10;Primo dose efficace;[60,79];1737;51;4;3;1;1;455268
2021-08-11;Primo dose efficace;[0,19];3492;174;1;0;0;0;880299
2021-08-12;Primo dose efficace;[20,39];18470;537;1;1;0;0;1653785
2021-08-14;Primo dose efficace;[20,39];11675;341;1;1;0;0;1786059
2021-08-14;Primo dose efficace;[40,59];5784;133;8;6;1;1;1283425
2021-08-14;Primo dose efficace;[60,79];1255;27;4;4;2;2;438155
2021-08-15;Primo dose efficace;[0,19];558;16;1;1;0;0;975843
2021-08-15;Primo dose efficace;"[80;+]";161;7;5;5;0;0;126562
2021-08-16;Primo dose efficace;[0,19];4663;208;0;0;0;0;939778
2021-08-17;Primo dose efficace;[40,59];7469;267;11;10;2;2;1299867
2021-08-17;Primo dose efficace;[60,79];1823;53;12;8;2;2;426362
2021-08-18;Primo dose efficace;[60,79];1579;59;3;3;3;3;434775
2021-08-19;Primo dose efficace;"[80;+]";618;15;3;3;1;0;124394
2021-08-20;Primo dose efficace;[0,19];5551;157;0;0;0;0;1057271
2021-08-21;Primo dose efficace;[60,79];1199;29;5;5;0;0;461262
2021-08-22;Primo dose efficace;[40,59];906;30;8;8;0;0;1521221
2021-08-22;Primo dose efficace;[60,79];260;6;2;2;0;0;471651
2021-08-23;Primo dose efficace;[0,19];3877;201;0;0;0;0;1111808
2021-08-24;Primo dose efficace;[0,19];2915;163;1;1;0;0;1127879
2021-08-24;Primo dose efficace;[60,79];1685;65;6;6;3;2;452748
2021-08-25;Primo dose efficace;[40,59];5815;194;8;8;3;3;1493151
2021-08-25;Primo dose efficace;"[80;+]";644;14;1;1;0;0;128616
2021-08-26;Primo dose efficace;[60,79];1436;45;6;5;1;1;459607
2021-08-27;Primo dose efficace;[40,59];8584;231;6;5;2;2;1505744
2021-08-27;Primo dose efficace;[60,79];1863;58;3;1;1;1;462395
2021-08-28;Primo dose efficace;[20,39];7823;182;2;1;0;0;2212396
2021-08-28;Primo dose efficace;[40,59];4396;106;4;4;0;0;1536917
2021-08-28;Primo dose efficace;[60,79];1167;37;4;3;1;0;475749
2021-08-28;Primo dose efficace;"[80;+]";381;16;2;2;0;0;133137
2021-05-31;Primo dose récente;[60,79];1543;39;5;3;1;1;951821
2021-05-31;Primo dose récente;"[80;+]";297;6;2;2;0;0;107527
2021-06-01;Primo dose récente;[20,39];4845;187;3;2;1;0;1639988
2021-06-01;Primo dose récente;[40,59];4133;187;8;6;3;2;2773801
2021-06-03;Primo dose récente;[0,19];673;15;0;0;1;1;181427
2021-06-03;Primo dose récente;[20,39];7014;160;3;3;2;2;1777377
2021-06-03;Primo dose récente;[40,59];4590;147;1;1;2;2;2749387
2021-06-04;Primo dose récente;[0,19];870;17;0;0;0;0;188625
2021-06-05;Primo dose récente;[60,79];650;12;1;1;1;1;773914
2021-06-06;Primo dose récente;[40,59];447;9;1;0;0;0;2520381
2021-06-07;Primo dose récente;[0,19];605;13;0;0;0;0;198705
2021-06-08;Primo dose récente;[20,39];5235;106;0;0;0;0;1929832
2021-06-08;Primo dose récente;"[80;+]";215;2;1;1;0;0;91868
2021-06-09;Primo dose récente;[0,19];598;7;0;0;0;0;220010
2021-06-09;Primo dose récente;[20,39];6069;92;1;1;0;0;1970871
2021-06-10;Primo dose récente;[0,19];663;10;0;0;0;0;228752
2021-06-10;Primo dose récente;[60,79];754;9;7;3;1;0;670567
2021-06-10;Primo dose récente;"[80;+]";173;2;1;0;0;0;87981
2021-06-12;Primo dose récente;[60,79];591;8;1;1;1;1;587247
2021-06-13;Primo dose récente;[20,39];792;15;1;0;0;0;2000749
2021-06-13;Primo dose récente;[60,79];144;2;1;0;0;0;563711
2021-06-13;Primo dose récente;"[80;+]";58;0;0;0;0;0;77457
2021-06-15;Primo dose récente;[40,59];2721;45;2;1;0;0;2205592
2021-06-15;Primo dose récente;[60,79];749;8;5;4;0;0;594022
2021-06-17;Primo dose récente;[60,79];592;5;2;1;0;0;562654
2021-06-18;Primo dose récente;[20,39];6785;62;0;0;1;0;2227525
2021-06-18;Primo dose récente;[60,79];825;6;2;1;2;1;531807
2021-06-19;Primo dose récente;[0,19];528;8;0;0;0;0;287768
2021-06-19;Primo dose récente;[60,79];523;1;0;0;0;0;502874
2021-06-19;Primo dose récente;"[80;+]";104;3;2;2;0;0;75249
2021-06-20;Primo dose récente;[20,39];731;7;2;2;0;0;2157182
2021-06-20;Primo dose récente;[60,79];133;0;0;0;0;0;487700
2021-06-21;Primo dose récente;[20,39];4625;55;1;1;0;0;2210839
2021-06-21;Primo dose récente;[60,79];870;6;1;1;0;0;496544
2021-06-22;Primo dose récente;[20,39];3474;36;0;0;0;0;2185179
2021-06-23;Primo dose récente;[0,19];950;7;0;0;0;0;374625
2021-06-23;Primo dose récente;[40,59];1929;15;0;0;0;0;1790947
2021-06-23;Primo dose récente;[60,79];484;5;0;0;0;0;462023
2021-06-24;Primo dose récente;[0,19];1364;10;1;1;1;1;404673
2021-06-24;Primo dose récente;"[80;+]";111;0;0;0;0;0;69609
2021-06-25;Primo dose récente;[20,39];4433;32;0;0;0;0;1998468
2021-06-25;Primo dose récente;[60,79];594;5;0;0;0;0;421936
2021-06-26;Primo dose récente;[0,19];880;10;0;0;0;0;497862
2021-06-27;Primo dose récente;[40,59];288;3;1;1;0;0;1430094
2021-06-27;Primo dose récente;[60,79];91;1;0;0;0;0;381775
2021-06-28;Primo dose récente;[60,79];662;5;0;0;0;0;385812
2021-06-29;Primo dose récente;[20,39];2653;32;1;1;0;0;1716790
2021-06-29;Primo dose récente;"[80;+]";132;0;0;0;0;0;59136
2021-06-30;Primo dose récente;[0,19];1983;20;0;0;0;0;603816
2021-06-30;Primo dose récente;"[80;+]";115;2;0;0;0;0;56508
2021-07-01;Primo dose récente;[60,79];316;4;0;0;0;0;337246
2021-07-01;Primo dose récente;"[80;+]";87;0;0;0;0;0;54418
2021-07-03;Primo dose récente;[0,19];1566;17;0;0;0;0;670192
2021-07-05;Primo dose récente;[0,19];2816;39;0;0;0;0;690775
2021-07-05;Primo dose récente;[60,79];538;3;0;0;0;0;285892
2021-07-06;Primo dose récente;[60,79];383;0;0;0;0;0;278408
2021-07-06;Primo dose récente;"[80;+]";142;0;0;0;0;0;46255
2021-07-07;Primo dose récente;[40,59];1534;26;0;0;0;0;883448
2021-07-07;Primo dose récente;"[80;+]";100;1;2;2;0;0;44790
2021-07-09;Primo dose récente;[20,39];3883;85;0;0;0;0;1040025
2021-07-09;Primo dose récente;[60,79];402;7;1;1;0;0;253446
2021-07-11;Primo dose récente;[0,19];367;17;0;0;0;0;617230
2021-07-11;Primo dose récente;[20,39];453;9;0;0;0;0;926545
2021-07-11;Primo dose récente;"[80;+]";35;0;0;0;0;0;39117
2021-07-13;Primo dose récente;[40,59];1818;51;1;1;0;0;750829
2021-07-14;Primo dose récente;[0,19];484;13;0;0;0;0;635015
2021-07-14;Primo dose récente;[20,39];811;33;0;0;0;0;930949
2021-07-14;Primo dose récente;[40,59];377;10;0;0;0;0;746593
2021-07-15;Primo dose récente;[20,39];4408;219;0;0;0;0;930648
2021-07-16;Primo dose récente;[20,39];4762;235;0;0;0;0;920698
2021-07-16;Primo dose récente;[40,59];2211;59;1;1;0;0;752608
2021-07-16;Primo dose récente;"[80;+]";100;0;0;0;0;0;41230
2021-07-17;Primo dose récente;[0,19];1732;66;1;1;0;0;597416
2021-07-17;Primo dose récente;[20,39];2599;148;0;0;0;0;897857
2021-07-18;Primo dose récente;[60,79];82;1;1;1;0;0;238665
2021-07-18;Primo dose récente;"[80;+]";41;2;1;1;0;0;39032
2021-07-19;Primo dose récente;[40,59];2494;140;3;3;0;0;742410
2021-07-19;Primo dose récente;[60,79];618;19;2;2;0;0;248610
2021-07-20;Primo dose récente;[20,39];5621;550;0;0;2;2;960788
2021-07-21;Primo dose récente;"[80;+]";102;1;0;0;0;0;39901
2021-07-22;Primo dose récente;[40,59];4278;175;4;3;0;0;816018
2021-07-23;Primo dose récente;[20,39];13585;797;3;3;0;0;1121536
2021-07-24;Primo dose récente;[60,79];418;15;2;2;0;0;274282
2021-07-24;Primo dose récente;"[80;+]";85;2;0;0;0;0;41713
2021-07-25;Primo dose récente;[20,39];1459;127;1;1;0;0;1163549
2021-07-25;Primo dose récente;[60,79];103;5;2;2;0;0;271830
2021-07-27;Primo dose récente;[20,39];9047;933;6;6;0;0;1353717
2021-07-27;Primo dose récente;[40,59];3924;273;2;2;2;1;977739
2021-07-28;Primo dose récente;[0,19];3230;289;0;0;0;0;739334
2021-07-28;Primo dose récente;[20,39];9552;995;7;7;0;0;1448732
2021-07-28;Primo dose récente;[40,59];4000;283;8;8;1;1;1030114
2021-07-29;Primo dose récente;[0,19];4498;267;0;0;0;0;769366
2021-07-29;Primo dose récente;[60,79];839;41;4;4;1;1;329439
2021-07-30;Primo dose récente;[20,39];19224;916;3;3;0;0;1668591
2021-07-30;Primo dose récente;[60,79];1090;37;1;1;1;1;342225
2021-07-30;Primo dose récente;"[80;+]";170;6;2;2;0;0;49556
2021-07-31;Primo dose récente;[0,19];3561;170;1;1;0;0;808684
2021-07-31;Primo dose récente;[40,59];4184;181;5;3;0;0;1166081
2021-07-31;Primo dose récente;"[80;+]";82;6;1;0;0;0;48958
2021-08-01;Primo dose récente;[40,59];675;49;4;4;2;2;1157407
2021-08-01;Primo dose récente;"[80;+]";45;1;0;0;0;0;48354
2021-08-03;Primo dose récente;[0,19];3286;317;0;0;0;0;908140
2021-08-03;Primo dose récente;[40,59];4795;401;11;9;2;2;1300972
2021-08-03;Primo dose récente;"[80;+]";228;10;0;0;0;0;53525
2021-08-04;Primo dose récente;[0,19];3202;279;1;0;1;1;946134
2021-08-05;Primo dose récente;"[80;+]";180;10;5;5;1;1;60514
2021-08-06;Primo dose récente;[60,79];1089;63;3;3;1;1;422158
2021-08-07;Primo dose récente;[40,59];4131;209;7;6;0;0;1448260
2021-08-08;Primo dose récente;[0,19];532;42;0;0;0;0;993890
2021-08-08;Primo dose récente;[20,39];1882;107;4;4;2;2;2120892
2021-08-08;Primo dose récente;[40,59];837;66;7;5;4;2;1412560
2021-08-08;Primo dose récente;"[80;+]";58;5;3;3;0;0;59780
2021-08-09;Primo dose récente;[0,19];4251;383;1;1;0;0;1043771
2021-08-09;Primo dose récente;"[80;+]";302;11;4;3;0;0;61982
2021-08-10;Primo dose récente;[0,19];3437;320;0;0;0;0;1075257
2021-08-10;Primo dose récente;[40,59];6603;420;11;10;3;3;1485951
2021-08-10;Primo dose récente;[60,79];1344;71;5;5;3;2;427229
2021-08-11;Primo dose récente;[20,39];12130;814;2;2;1;1;2184546
2021-08-11;Primo dose récente;[40,59];6098;376;10;10;3;3;1484763
2021-08-12;Primo dose récente;[0,19];3899;270;0;0;1;1;1097137
2021-08-12;Primo dose récente;[20,39];14096;693;0;0;1;1;2151477
2021-08-12;Primo dose récente;[60,79];1170;45;3;3;2;2;427801
2021-08-12;Primo dose récente;"[80;+]";208;8;3;3;0;0;65835
2021-08-13;Primo dose récente;[40,59];8394;313;13;10;2;1;1449695
2021-08-14;Primo dose récente;[20,39];7296;330;4;4;1;1;2005413
2021-08-14;Primo dose récente;[40,59];3990;158;7;5;3;3;1394099
2021-08-14;Primo dose récente;"[80;+]";157;4;1;1;1;1;64072
2021-08-15;Primo dose récente;[0,19];337;32;2;2;0;0;1032461
2021-08-16;Primo dose récente;"[80;+]";350;7;1;0;0;0;64525
2021-08-17;Primo dose récente;[20,39];8624;495;6;6;1;1;1907168
2021-08-17;Primo dose récente;[60,79];1212;50;3;3;2;2;402772
2021-08-17;Primo dose récente;"[80;+]";280;6;4;2;1;1;65456
2021-08-18;Primo dose récente;[0,19];2033;188;1;1;0;0;1028891
2021-08-18;Primo dose récente;"[80;+]";259;8;0;0;1;1;64462
2021-08-19;Primo dose récente;[60,79];936;45;4;4;2;2;379452
2021-08-19;Primo dose récente;"[80;+]";210;8;3;2;0;0;64106
2021-08-20;Primo dose récente;[40,59];5568;190;5;4;1;1;1176305
2021-08-20;Primo dose récente;[60,79];1081;26;0;0;2;2;360573
2021-08-21;Primo dose récente;[0,19];1301;73;0;0;0;0;888288
2021-08-21;Primo dose récente;[40,59];2539;101;7;6;1;1;1093740
2021-08-22;Primo dose récente;[0,19];189;18;0;0;1;1;839988
2021-08-22;Primo dose récente;[20,39];784;49;6;6;0;0;1411644
2021-08-22;Primo dose récente;"[80;+]";66;2;2;2;0;0;56949
2021-08-23;Primo dose récente;[20,39];6666;390;3;3;2;1;1420660
2021-08-23;Primo dose récente;[60,79];1305;57;3;3;1;1;329982
2021-08-24;Primo dose récente;[20,39];4767;277;2;2;0;0;1371578
2021-08-25;Primo dose récente;[20,39];4102;240;2;2;1;1;1295112
2021-08-25;Primo dose récente;[60,79];715;31;2;2;1;1;305165
2021-08-26;Primo dose récente;[40,59];2878;119;4;2;0;0;900289
2021-08-27;Primo dose récente;[0,19];1593;85;1;1;0;0;695146
2021-08-28;Primo dose récente;[0,19];739;43;0;0;0;0;649795
2021-08-28;Primo dose récente;[20,39];2753;91;2;2;0;0;1066525
2021-08-28;Primo dose récente;[60,79];488;13;1;0;1;1;252983
2021-08-29;Primo dose récente;[40,59];261;9;3;2;1;1;732798
2021-05-31;Vaccination complète;[0,19];138;1;0;0;0;0;21944
2021-05-31;Vaccination complète;[20,39];3524;51;0;0;0;0;725880
2021-05-31;Vaccination complète;[60,79];15906;190;15;13;8;6;4788424
2021-06-01;Vaccination complète;[0,19];88;0;0;0;0;0;22621
2021-06-01;Vaccination complète;"[80;+]";7192;77;9;8;0;0;2552904
2021-06-02;Vaccination complète;[60,79];10934;121;18;16;5;3;4975867
2021-06-04;Vaccination complète;"[80;+]";6357;27;8;5;1;1;2588907
2021-06-05;Vaccination complète;[20,39];2130;25;0;0;0;0;828905
2021-06-05;Vaccination complète;"[80;+]";4056;42;8;6;1;0;2593980
2021-06-06;Vaccination complète;[20,39];554;4;0;0;0;0;835214
2021-06-07;Vaccination complète;[60,79];17041;156;7;5;2;2;5255015
2021-06-08;Vaccination complète;"[80;+]";6562;50;9;6;1;1;2611879
2021-06-09;Vaccination complète;[20,39];3599;34;1;0;1;0;905078
2021-06-09;Vaccination complète;[40,59];6260;62;3;1;0;0;2319474
2021-06-09;Vaccination complète;"[80;+]";5702;44;8;8;2;2;2626451
2021-06-10;Vaccination complète;[40,59];6345;67;1;0;0;0;2397833
2021-06-11;Vaccination complète;[20,39];4162;30;0;0;0;0;974218
2021-06-11;Vaccination complète;"[80;+]";5838;39;7;6;1;1;2659919
2021-06-12;Vaccination complète;[20,39];2088;14;0;0;0;0;993786
2021-06-13;Vaccination complète;[0,19];23;0;0;0;0;0;37640
2021-06-13;Vaccination complète;[40,59];954;10;2;0;1;1;2561263
2021-06-15;Vaccination complète;[0,19];116;3;0;0;0;0;41100
2021-06-15;Vaccination complète;[20,39];3343;26;0;0;0;0;1063130
2021-06-15;Vaccination complète;[40,59];6274;44;1;1;0;0;2697861
2021-06-15;Vaccination complète;"[80;+]";6200;26;4;2;1;1;2696192
2021-06-16;Vaccination complète;[20,39];3984;21;0;0;0;0;1097119
2021-06-16;Vaccination complète;[40,59];6461;39;3;3;0;0;2779871
2021-06-16;Vaccination complète;[60,79];11070;54;5;3;3;2;6324951
2021-06-16;Vaccination complète;"[80;+]";5542;29;7;7;1;0;2710521
2021-06-17;Vaccination complète;[60,79];9810;51;6;5;1;0;6487647
2021-06-17;Vaccination complète;"[80;+]";4635;27;5;4;0;0;2726703
2021-06-18;Vaccination complète;[0,19];181;1;0;0;0;0;47633
2021-06-18;Vaccination complète;[60,79];14514;60;7;6;0;0;6685964
2021-06-18;Vaccination complète;"[80;+]";5853;36;2;2;0;0;2745411
2021-06-19;Vaccination complète;[0,19];118;3;0;0;0;0;49736
2021-06-19;Vaccination complète;"[80;+]";4205;14;7;5;0;0;2754639
2021-06-20;Vaccination complète;[20,39];782;2;0;0;0;0;1208070
2021-06-21;Vaccination complète;[20,39];4772;29;1;1;0;0;1243727
2021-06-22;Vaccination complète;[0,19];173;4;0;0;0;0;55593
2021-06-22;Vaccination complète;[40,59];7073;43;1;1;1;1;3246687
2021-06-22;Vaccination complète;[60,79];12832;40;7;4;2;2;7177589
2021-06-23;Vaccination complète;[20,39];4602;30;1;1;0;0;1326413
2021-06-23;Vaccination complète;"[80;+]";5237;22;7;6;0;0;2803403
2021-06-24;Vaccination complète;[40,59];7350;49;4;3;0;0;3448203
2021-06-24;Vaccination complète;[60,79];8776;30;4;3;0;0;7497052
2021-06-24;Vaccination complète;"[80;+]";4294;17;5;3;0;0;2820495
2021-06-25;Vaccination complète;[40,59];8937;72;0;0;0;0;3583435
2021-06-26;Vaccination complète;[60,79];10350;26;1;1;0;0;7791669
2021-06-28;Vaccination complète;[0,19];406;10;0;0;0;0;74481
2021-06-30;Vaccination complète;[0,19];425;9;0;0;0;0;83297
2021-07-01;Vaccination complète;[0,19];600;12;0;0;0;0;88640
2021-07-01;Vaccination complète;[20,39];8377;79;0;0;1;1;1767574
2021-07-03;Vaccination complète;[0,19];552;6;0;0;0;0;102246
2021-07-03;Vaccination complète;[20,39];5593;71;0;0;0;0;1926006
2021-07-03;Vaccination complète;[40,59];8998;50;0;0;1;1;4666077
2021-07-04;Vaccination complète;[20,39];1809;17;2;2;0;0;1960202
2021-07-05;Vaccination complète;[0,19];1115;28;0;0;0;0;112437
2021-07-05;Vaccination complète;[40,59];15927;105;2;2;0;0;4922785
2021-07-05;Vaccination complète;[60,79];18701;91;5;3;4;3;8878336
2021-07-06;Vaccination complète;[40,59];12781;86;0;0;0;0;5145843
2021-07-06;Vaccination complète;[60,79];13563;56;7;6;0;0;9026664
2021-07-06;Vaccination complète;"[80;+]";6246;27;2;2;0;0;2970719
2021-07-07;Vaccination complète;[60,79];11117;62;5;4;2;1;9136247
2021-07-09;Vaccination complète;[20,39];13671;190;1;1;0;0;2535912
2021-07-10;Vaccination complète;[0,19];1106;29;0;0;0;0;186251
2021-07-11;Vaccination complète;[0,19];268;10;0;0;0;0;194679
2021-07-11;Vaccination complète;[20,39];2568;51;1;0;0;0;2709949
2021-07-11;Vaccination complète;[60,79];2626;13;5;4;2;2;9466306
